polarity,text,Positive/Negative/neutral
0.3,peak fiction show success,Positive
0.0708333333333333,skeptic first pleasant surpris slow see would bore mani fan book cautious optimist let end game throne hope seri justic,Positive
0.5,pretti bore dragon awesom though mani charactor keep track princess pour wine meet tabl instead servant blond charactor remind elv lord ring go give chanc though hope get better,Positive
0.22142857142857142,show possibl retcon end game throne would love show love right get go,Positive
0.1738095238095238,first episod hous dragon deliv promis plot without fuss rush special effect good well costum dragon strong divers color faith point work georg r r martin charact interest show intent biggest challeng make viewer get involv charact take account futur develop hous dragon everyth seri worldwid success first episod manag show ident mere copi game throne,Positive
0.24821428571428572,first episod set stage major player futur show perfect felt like earlier season game throne deviat sourc materi becam mess show westero best there lot come,Positive
0.11073717948717945,first foremost felt act superb front honest complaint howev felt like show exposit point feel bloat couldnt get care enough charact mundan straightforward simpl plot lack intrigu made first seri great first episod origin seri white walker mysteri threat discoveri treason via incest horribl fate befal one mani protagonist intern struggl main protagonist reconcil balanc relationship estrang friend shift power dynam said friend king said protagonist end head lion den honor tri stop plot aim kill friend one sum princess doesnt want queen next line bloodthirsti ambiti truli consid potenti heir girl end becom potenti heir got flavor top real intrigu plot bare fantasi mean dragon might well mild charact develop princess seem like passiv protagonist make dull view also seem reli much shock valu push forward via either sex gore found hard care throne squabbl know known world game throne later roll eye mention come winter know pretti much joke last season game throne anyway least that take,Positive
-0.18333333333333332,gratuit gorey worst way possibl queerif feel cheap clunki dialogu bare likabl charact could someth unfortun,Negative
-0.13700396825396824,updat ep 8 mani thing wrong first wig soon see bad one take stori sinc find helpless comment bad howev annoy aspect time jump certain charact age 10 year other wont age day charact 1st era 15 year later havent age cant tell woman origin mid 50s go look exact shes well 70s even children look older parent jump core though anyon im suppos care suppos root anyon suppos rememb absurd name theyr referenc actual know theyr talk charact fault cant realli seem figur aspect im suppos like thus redeem downfal annoy aspect hbos appar charad mani fan show onlin fandom insult tri hold pos glori day got,Negative
-0.0962962962962963,ok like mediocr episod game throne less interest youv watch thee origin general know what go happen hit got expect gratuit gore sex overt foreshadow polit manoeuvr etc write prequel week id crank bad last two season got someth like meh episod season 3 hope improv cgi poor expect dragon given titl funni suggest cauter king wound later show fireproof hold hand candl flame think nostalgia origin peopl rate higher deserv,Negative
0.45,great start built charact well establish conflict let narrat unravel pace rather tri rush exposit action cgi order vain keep audienc attent sizzl steak meat also thing,Positive
0.375,love first episod amaz excel setup season,Positive
-0.4,game throne without interest bit,Negative
-0.2916666666666667,dull dull dull oh dear shame,Negative
-0.0972222222222222,didnt like whole preachi pregnanc bad tone first half show season half built enough tension suspens end ensur return view matt smith carri show though,Negative
0.7,break away book favor cast take away overal stori distract good answer done rush stori skip bore bit,Positive
0.36,honest im huge fan got franchis good way bring back wow winter come,Positive
0.5,omg love alreadi,Positive
0.65,love return westero great,Positive
0.2833333333333333,ive alreadi seen first ep alreadi know season go spectacular im look forward next ep,Positive
-0.10520833333333335,inauspici start slow dull charact sad inaccess cheap look littl atmospher almost locat shoot poor cgi made episod 1 pail contrast earli season predecessor think suppos like ok ill stick bit first episod well lower expect,Negative
0.0,srie perfeita figurino lindissimo vfx impecvei e elenco de altssimo nvel como sempr hbo nunca decepciona,Neutral
0.5,love everyth,Positive
0.35000000000000003,first episod good start look forward see old westero,Positive
0.25,like first episod look forward see goe,Positive
0.7,good start realli like set cgis didnt like actress rhanyera king viseri artifici cor velaryon actor realli good actor otto alic hightow,Positive
-0.3666666666666667,slow bore poor written poor cast,Negative
0.1,far cri origin seri way fewer interest charact,Positive
0.4,bro budget huge rais score invest light rais score truli supriz qualiti write hollywood,Positive
-0.0638888888888889,walk pretti remark tightrop beauti juggl enough old show music theme place also got die hard thorough satisfi,Negative
0.3,lot fun dragon,Positive
-0.16666666666666666,well thought couldnt damag got franchis last season former tv show done wrong,Negative
0.0,expect improv got start slowli well,Neutral
0.7,good start let see progress,Positive
0.10833333333333334,far cast solid garner 3 star alon first episod realli par got ill wait see progress score goe opinion realli matter lol 2nd ep stay steadi rate stay 3 watch ep3 ive bump score 5star still watch suggest,Positive
-0.12528409090909093,start slow introduc charact situat lead major war time jump new actor role littl disori necessari plot thread came togeth everi bit interest excit origin game throne seri excel,Negative
0.4171428571428571,far good better expect keep watch better 80 stuff right,Positive
0.6,quit good even better hope,Positive
0.7,gotta say look good lack someth,Positive
0.1695572980478641,famili screen hotd exact targaryen famili head canon read rogu princ fire blood origin asoiaf seri daemon rhynera bond stand daemon worri niec want true dragon meant honest love concern two speak high valyrian feel intim like secret love languag hightow maester slimi grey rat play shakespearean perfect otto forcespressur daughter make skin crawl king v brutal thought would never brutal toward thing brutal toward instead allow outsid crow feast much like brother warn dragon wow wow wow carax blood wyrm good boy worri wed miss dire wolv carax design wolf mind skull giant wolf golden syrax sleek regal model eleg royal steed beauti creat larg hors skull eleg movement air ground final plot one shock awe isnt season 678 peopl master weav plot creat ryan condal miguel sapochnik high compet writer room wow wow wow person hand pick creator georg rr martin base aforement person love world sourc materi follow book got realli someth special differ what come everi bit dialogu import costum mean hidden easter egg hidden everywher new lore unveil exclus go final reveal wind winter enter book canon final hear high valyrian spoken master old way love connect old valyria meaning connect daemon rhynera share feel closer dragon rider came doom claim mani dragon rider hous hous dragon better game throne better season 678 yes yet remain seen high hope renew faith properti spend countless hour life consum world grrm createdcr im overwhelm joy properti final someth proud say watch watch love love much im spend time go review site review site shout good news paid sponsor endors happi happi fantast magic fantasi realm creat georg rr martin live come back stronger vivid wait hbo consumpt go watch still readi review wont disappoint,Positive
0.14545454545454548,ever show far superior amazon lord ring show last 2 season got concern spend time anyth world gave watch mat smith wow surpris better thought would alreadi read book base know happen charact show runner afraid stick book could bring back lot fan rest cast good cg dragon look amaz think nail look feel show king great job patriarchi stuff realli get old board plot devic seen ton show look forward see end show book happi stori,Positive
0.185,show far better origin game throne watch episod 8 cant wait watch viseri targaryen best charact game throne paddi considin absolut amaz let forget matt smith make love daemon targaryen 180 like jaim lannist start without blow end show best thing seen long write incred redeem game throne seri question last season miss,Positive
0.25333333333333335,greatest franchis time game throne set bar extrem high successor show think hous dragon may rais bar,Positive
0.25357142857142856,interest episod enjoy part certain scene stori tell felt bit slow howev still good,Positive
0.49999999999999994,think lot peopl still resent season 8 got surpris good see peopl upset race coupl charactersmayb time peopl get good start compel stori good action good act believ cast far ask,Positive
0.4125,realli wasnt sure last season got brilliant first episod attent detail amaz espacciali costum design cant wait rest,Positive
-0.875,brutal beauti charact hace someth say wait see,Negative
-0.13181818181818183,whether fan end game throne seri take anyth magnific new seri depth charact plot intricaci new game surround throne,Negative
0.3181818181818182,love new prequel that lit season think,Positive
0.5,hbo play safe excit continu watch seri,Positive
0.4125,wow great show dont watch 5 episod understand like show absolut get everyth first episod fall love cant wait,Positive
0.0,solid next step got librari lack expans sheer visual beauti origin satisfi nonetheless,Neutral
0.4,great start show charact well develop interest stori compel howev impress visual set feel like set,Positive
0.8,great introductori episod set tone what come,Positive
0.0,gust es un buen comienzo de seri espero que sorprenda,Neutral
0.26666666666666666,narrat smooth relat realli enjoy 95 write antagonist littl generic predict though,Positive
0.14846938775510202,cast obvious chosen give certain inbr look fabul job im glad stay true histori one viewer may find controversi fiction royalti general tend intermarri within famili design intent preserv bloodlin get fact charact remind physic facial attribut certain humanoid alien depict star trek seri thing start slowli first minut episod one wasnt look seem sneakili ramp found transfix grow sens anticip plot sudden engag carri excit end first episod look forward tune next week see whole thing unfold worth shot,Positive
0.25,dramat first episod got still quit enjoy far,Positive
0.0438888888888889,dont understand got mani 4 5 star watch episod time good honest hope would good decent part done mat smith charact rest bad much talk feel say go littl violenc women fit unless women rare violent world could go bad thing seri wont ill stop hear sate disappoint high dissatisfi georg rr martin sigh sigh,Positive
0.39285714285714285,amaz start seri could easili chang come week right im love,Positive
-0.2,excelent inicio de captulo buena presentacin de los personaj principal buena vista de lo que va pasar futuro buen cgi buena actuacin falta mucho por ver estoy ansiosa espero lo daen como el final de game throne,Negative
-0.1378787878787879,dark thrill offer new excit backup game throne must see,Negative
0.4833333333333334,worth watch noth great good far may need time stori get laid expect even better everi episod seem get better give tri,Positive
0.2521428571428571,far meh realli dont expect much hot mess season 8 never know someon charg might pull head someth right lol like,Positive
0.0,que primeiro episdio foi ess simplesment sensacion traz aquela nostalgia de got e de quem l os livro,Neutral
-0.54,flat charact lot spectacl without substanc want like big brother lack nuanc skill patienc simpl happi peopl brutal evil peopl smartass goodi twosho idiot royal soap opera senseless drown tomato sauc,Negative
0.25,watch end first episod want watch els want custom,Positive
0.5,averag histor drama dragon make better,Positive
-0.4,majestuosa en todo sentido nos muestra como la casa targaryen empez destruirs desd dentro por sus propio ego creo que en mi opinin superar con crece game throne,Negative
0.0,still aw tast mouth last season got realli want like think bar set pretti low,Neutral
-0.025416666666666653,baffl high score one seem like lot botsfak account overdr time giveaway say amaz cgi dragon look hint dont look remark like lower budget version got gore needless shock valu plot bore seem retread old idea zero real intrigu depth world charact cours 2022 know mean modern attitud polit insert suppos ancient histori fantasi world,Negative
0.0,got that want,Neutral
0.8,great seri give got vibe,Positive
0.7,good got meh,Positive
0.0,fantast premier invest charact eager await what come updat review season progress,Neutral
0.31666666666666665,super fun well done excit see goe,Positive
0.375,titl call hous dragon first episod pretti bore hope get better season progress,Positive
0.19318181818181818,first episod bring noth new predict plot,Positive
0.0,promissora gostei primeiro episdio e de como ele traz referncia ao livro e srie got,Neutral
-0.2875,qualiti visual effect decreas signific comparison game throne forc woke agenda ruin stori usual said ill keep watch enthusiast use watch got,Negative
0.0,accept thing cgi dragon set,Neutral
0.046590909090909086,first episod promis moment feel much like game throne without charact like im keen new charact yet hope becom invest continu,Positive
0.6,perfect start realli realli great job act charact cgi costum develop whatev cant wait next episod,Positive
0.39999999999999997,good start hope maintain level phenomen costum act thus far,Positive
0.4,hmmm bore even call sex scene violenc sound script whilst got sound natur convers violenc sex mucki whilst unimpress,Positive
0.0,absolut fantast episod 1cant wait,Neutral
0.11250000000000002,hous throne follow spin off creat quit commot dalmatia especi dubrovnik spalato like show much donna leon thesceneri act alon critiqu chess expert alex von roon lost dutchmanag x cinematographi quit dark depend screen room set lucki enough one like mani hollywood star let slay dragon enjoy,Positive
0.4166666666666667,make matt smith show fine rest charact either meh whiney fembot,Positive
0.0,await tv show ever 01st episod fantast,Neutral
0.39999999999999997,far good cant wait episod,Positive
0.16666666666666666,nice im quit curious next,Positive
0.3666666666666667,overal first episod good start matt smith outstand job actor person play otto also look like hell fan favorit felt much like episod first season got that say someth georg rr martin execut produc miguel sapochnik direct battl bastard one showrunn know itll good,Positive
-0.11538461538461539,mani sex scene much raw gore even got knew tone move south park even made entir episod butter sing icon song big pass,Negative
-0.4,give season 16 vibe game throne,Negative
0.0,absolut amaz tv show pleas bring season two,Neutral
0.18437499999999998,hype show love game throne see familiar name differ face locat got world wild exhilar first episod excit tension brew differ charact clash stori full much expect upcom season episod go one wild ride,Positive
0.325,far phenomen show well written make stride ride predecessor success show clear go anoth great ride intricaci westero,Positive
0.11190476190476184,cool feel like seri give us good show visuel sick btavo,Positive
-0.07333333333333335,expect high hear georg rr martin talk hear direct episod episod 1 blew away especi watch pick charact beauti well act incred well direct im excit sunday concern dont spend enough time develop charact consid base basic one hous show move quicker throne realli hous,Negative
0.25,show runner awesom job pilot seri could better last season got,Positive
0.0,aguardemo os prximo captulo wait next chapter esperamo los prximo captulo,Neutral
0.31666666666666665,first episod good intro interest charact look forward next one,Positive
-0.7999999999999999,realli excit show like everyth els hollywood want turn everyth polit stupid thing like show dragon even pretti crappi look,Negative
0.12555555555555556,qualiti write perform last season game throne continu 1st season hous dragon horribl rush time thought true game throne fan watch sinc day one light bad feel like im watch eighti movi dragon look terribl cgi suck 75 year extinct thought theyd tad smaller strong feel well probabl see 2 young girl fall love great sex scene hbo lose subscrib there good news im sure peopl like kiddi porn tune see what next show trash,Positive
0.5,better thought would,Positive
0.3,realli enjoy watch got seri start year current read love book hous dragon tick box,Positive
0.38333333333333336,avid reader huge fan fire blood show excel job portray intern struggl targ famili pre dancemost idea storm brew love,Positive
-0.01833333333333332,wrap gotth softcor porn blood gut high product valuesbut without stori element made origin show compel show isnt bad standard matt smith good usual act product overal qualiti show averag howev got grab attent everyexpand worldbuild mani differ charact perspect abil weav drama particular storylin massiv quilt histori turn back intern polit conflict targaryian seem lower stake quit bit everyth less game throne amongst member household daenerystyp less interest one would much rather seen old valyeria begin targaryen conquest perhap predynast westero run parallel action,Negative
-0.44166666666666665,wonder put us world game throne grey aspect georg book queen aemma childbirth brutal amaz scene anyway,Negative
0.07662337662337664,disclaim base first episod slow burn bore big fan matt smith hes great thing cor look ridicul costum design realli miss one lot wig look bad make question costum depart updat milli great paddi great matt smith amaz emma seem great milli updat done episod 6 show still suffer poor write mayb showrunn though bad isnt good either im anxious wait next episod matter fact still havent watch 7 8 plot martin inbeetween writer theyr hit miss one that particular annoy lari strong someon look forward cring easili see theyr tri awkward imo idk write actor ir whatev big miss show ok mediocr right thing watch think realli help show success write 10x hotd mayb that hotd write seem poor time,Positive
-0.08749999999999998,first episod promis second one bore stupid time stick around one two episod expect lower shame there much potenti,Negative
0.25,far good white wig arent good oh well race swap may becom point content unless stori chang later fratern parentag come question like book current would easi determin father,Positive
-0.4,tri make sens famili tree make game throne fan excit what come gruesom thrill,Negative
0.39999999999999997,thing seen good far matt smith rest charact whiney,Positive
-0.05501082251082252,end game throne felt like final project group senior new job offer horizon rush passionless hous dragon feel like result franchis spent last year mull shortcom predecessor prepar grow beauti shot well act visual short come moment cgi backdrop begin look bit artifici time pass one would expect wide shot king land look bit realist low note episod choic use voic over text screen open scene give audienc exposit method come somewhat date game throne strong histori give exposit show tell also strike balanc tender horror counterpart rare particular favor latter moment harken back blood thirst gore origin seri gold cloak crack earli episodeand instanc like childbirth scene harken back gruesom horror felt red wed scene overal episod still leav walk away feel grow dread difficult judg show becom one episod strong pilot show excel potenti seri may go would like see futur episod broader cast almost bake dna enorm complex world song ice fire ensembl cast necessari captur width end game throne pilot alreadi introduc baratheon lannist stark well conflict hous dragon obvious targaryen center famili come memor pilot hightow thank hand king eleph room least seem handl fact fire blood rhaenyra daemon eventu marri child togeth plot point would beyond pale origin seri quit bit chang sinc look forward next episod,Negative
0.25,lot potenti first episod let hope doesnt disappoint,Positive
0.4666666666666666,blown away great everi issu end got fix manag tell much stori limit time made realli care charact also manag fit ton subtext foreshadow well alreadi know go perform fantast cant wait see hope continu hit park,Positive
0.14999999999999997,seri start well make game throne nostalg product qualiti good perform one question 300 year dress,Positive
0.09666666666666668,first episod littl mediocr pale comparison first got episod,Positive
0.2965909090909091,think first episod great start got trope mix new im readi see happen next,Positive
0.16326530612244897,far meh watch got huge fan ep 1 averag noth special breathtak actual seem plain obvious set up ive read book sure twist,Positive
-0.35999999999999993,bad cheap way compel charact storylin zero charact depth develop poor dialog costum prop cheap case inaccur worst trait last season got exemplifi sad creator think poor audienc sfx bad earli 2000s bad anyon rate posit paid review rotten tomato beg question point,Negative
0.0,impress cant wait next episod,Neutral
0.0,meh uninspir deriv cash grab,Neutral
0.7,good cant wait good actor effici introduct lot charact,Positive
0.3,say hous dragon direct costum pictur cgiar sumptuous act actress top welcom westero,Positive
0.0,amaz return westero,Neutral
0.15,perfect viscer incred pretti im back westero im back game throne,Positive
0.7,good cant wait,Positive
0.04999999999999999,nice come back westero seri similar game throne season 14 like attent detail prop stage design makeup music make feel nostalg,Positive
0.4625,love everyth happen first episod thought would rush fact perfect thing fell place conflict come alreadi clear featur perform daemon viseri rhaenyra otto,Positive
0.2714285714285714,expect much show aw way got end howev show proven absolut amaz act cinematographi direct costum makeup top notch throughout would even goe far say first season even better got first season say lot hous dragon like matur intellig approach got univers,Positive
0.23333333333333336,hous dragon tvseri great refresh start believ end end banger right watch 6 episod uniqu sequenc storytel worldbuild wish wont go direct hbo went season 8 got fast pace lot main charact rhaenyra targaryen certain tier actor charact even though young constant get remind peopl cant heir iron thorn doesnt weaken make stronger throughout seri,Positive
-0.05714285714285716,master adapt georg rr martin work far good actor effici intoduct lot charact univers game throne complet differ stori shouldnt compar game throne storywis stand everyon give bad review punish season 78 game throne hurt good televis clown,Negative
0.2,l felt nostalg dragon majest still need littl charact develop think episod 2 bring forward much,Positive
-0.17500000000000002,sudden lost spirit game throne back everyth got repres slow unleash plot everi interact charact establish someth everi frame cinemat af everi charact written depth let goooo,Negative
0.39999999999999997,juri still point 5 star clap seal soon far matt smith good,Positive
0.298,first episod perfect central theme seri success issu male primogenitur beauti set open scene show great council 101 ac short intro import understand rhaneyra chosen heir spell dark shadow carri episod come book reader also great surpris posit way showrunn enrich book either ad extra stori elabor one aspect book great act cast especi matt smith milli alcock smith perform bring mani nuanc complex daemon targaryen art direct costum cinematographi great mind era suppos height targaryen power one open shot show king land aerial view dragon rider pov think effect grand two dragon shown first episod even though read peopl complain differ dragon got think great dragon distinct differ charact mind said 15 dragon abl distinguish one anoth enjoy watch experi last music score great ramin djawadi total bring back westero,Positive
0.019999999999999997,4 episod yes babi game throne back love act excel detail incred start stori draw doesnt let go want would said 1 billion show would believ instant cant wait till next episod,Positive
0.18333333333333332,first episod good feel like game throne,Positive
0.05,charact develop miss begin miss rush scenario assumpt alreadi invest that ambiti storytel reason bare anyon well cast trope,Positive
0.027333333333333334,quit uninterest premier fail proper introduc charact plot screenwrit show us bunch peopl talk without know background discuss first episod cram mani piec inform get much exposit put viewer time get dialogu fail coher visual fx miniatur look like mid 90s earli 2000 issu forc perspect clear see what real what dragon anim blurri poor anim light match surround high def issu execut lack storytel develop edit choppi acceler tourney fight scene got unpleas shaki effect simplist success plot use booksmovietv far bore lack wow,Positive
0.8,gori realli feel like great return got think realli focus succeed origin stick formula excit keep watch,Positive
0.1666666666666667,bad defenit good got way better,Positive
0.30833333333333335,nowher near good 5 star clap seal would believ matt smith good far 70 first episod numer women complain enough tv,Positive
0.0,phenomen episod realli captur asoiaf cant wait next one,Neutral
0.06220238095238095,brilliant got grip right away intrigu famili right away knew base got arent meant get grip peopl inner charact watch episod 14 got slow love cgi didnt look bad confus part famili jumbl legaci gore hard hit graphic stay strong strong 45 easili,Positive
0.375,l felt nostalg intro play end credit goosebump overal first episod great old test act bgm direct vfx top notch l love episod,Positive
0.3,great seri open scene setter open seri futur conflict oh dragon good also like got look forward next episod,Positive
0.32499999999999996,impress whole show open shot look better movi honest product world way anyth els alreadi edg seat time way start show excit see go,Positive
-0.04500000000000002,badit aw stilt dialogu low qualiti cgi poor product valu woki cast plod script gratuit gore sex flat act cheap product valu couldnt get 45 minut hit button part magnific origin got would disavow connect steam pile crp embarrass hbo,Negative
0.20555555555555552,matt smith main cool thing show far,Positive
0.4833333333333334,great potenti good first 6 season got dont ruin much woke first two episod realli good,Positive
0.0,naprawd bardzo udani powrt westero czekam na kolejn odcinki,Neutral
0.15,creat magic game throne easi got surpris thrill element white walker dragon cult charact like tyrion heroic charact like jon snow dont seem present stori line go seen pilot although earli say look like routin bore conflict throne noth excit far hope improv,Positive
0.4,well done final great show watch look forward week week sinc boy,Positive
0.17045454545454544,feel familiar new amaz visual expect stori seem compel,Positive
0.25,cool see daemon huge dragon vhagar fli eat smaller one arrax rhaenyra son luke ride bit dragon blood luke everywher oh yeah spoiler alert,Positive
0.17555555555555555,mani fake review actual gross studio hire liter click farm sayomg best thing ever verifi review rt cmon foolish episod subpar mediocr best yes set cloth prop look bought spirit halloween store yes 1 2 even mild interest charact yes cast poor act most wooden yes show feel like hollow shadow got yes georg rr martin involv lore stori mayb turn someth entertain first episod realli lower expect what come gore felt senseless forc obligatori there liter nobodi cheer everyon suck dialogu most muddl rush messi cgi somehow wors old got modern technolog thing asid small hand project year come hollywood day fact suck would expect differ,Positive
0.25,nervous first expect pilot episod disappoint excit see,Positive
0.24375,dragon preval seri make budget cut cgi obvious distract appar dragon done well blend shadow scene pull moment charact most forgett 2 rememb daemon brother ser harrold westerl love dougal outland episod pretti flat except,Positive
-0.2,srie obrigatria para fs de fantasia e de game throne principalment comeou muito bem e tem potenci para se manter em alto nvel final,Negative
0.43333333333333335,absolut brilliant love massiv game throne fan love even season 8 everi one seem dislik thought brilliant howev would like seen john snow throne hous dragon love brilliant far definit tune tv next week time cant wait,Positive
0.20773809523809528,like feel like lay groundwork rich stori georg rr martin team yes great special effect there lot great act found say toward end tell brother doesnt understand didnt mean way youll get didnt like noth thing didnt like read critic articl think go watch bad show wow need get real job guess there reason audienc rate higher critic,Positive
0.16249999999999998,dont expect better game throne emilia clark amaz role daeneri targaryen im still excit watch far king land stun height targaryen empir look much better seen got deamon creat goldcloak pretti awesom cant wait see depth goe song fire ice propheci realli told rhaenyra realli make wonder s8 got end poor see ton peopl whine seen 2 dragon chao yet good lord peopl calm didnt read book show like got obvious start showcas famili peopl fray civil war,Positive
0.5,love one thing that throw anim someth look dragon dont seem origin,Positive
0.22499999999999998,product valu highest order pleas charact true book far,Positive
0.14750000000000002,realiz tall ask charact pale comparison origin seri hope get better soon far real deadbeat,Positive
0.0,disappoint pilot outstand im excit see show goe alreadi know massiv go watch havent alreadi,Neutral
0.0,got vibe must watch,Neutral
0.3689393939393939,great first episod wasnt good throne opinion hard top epic seri open like show realli good definit felt charact especi one scene matt smith born targaryn look sound breath part great start far,Positive
0.25,first episod incred felt lot nostalgia got episod pass felt comfort stori develop charact excit watch tv show type calib air,Positive
0.18928571428571428,far good go compar got obvious reason want let show prove believ good show exist despit mishap other past whole episod caught attent overal well done,Positive
-0.10000000000000002,intrigu show time hop littl jar whole season seem charact develop whole thing go get evil real fast hate see peac societi even fiction one head toward catastroph charact get ugli sure root compel watch,Negative
0.37222222222222223,excel first episod feel like classic got good,Positive
0.09444444444444443,everyth want qualiti game throne first four season higher budget allow dragon dragon prefect weve seen two far couldnt get mix tri arent copi past design dani dragon rather look distinct breed dragon far distinct person much seem suit rider 1010 pilot cant wait rest seri,Positive
0.8,season 1 great start episod 1 cant wait see thing go awesom,Positive
-0.048119047619047596,open episod dread bore full common trope one dimension charact clueless uncharismat king top villain king brother smart woman miss throne gender whose husband logic charact whole episod ration devious advisor nave daughter want noth els ride dragon warrior women cant leader generic tire place begin seri someth that done oh mani time much better mind antagonist top poor written typecast evil villain nuanc hes evil ambiti well hes evil ambiti cours bumbl king cant ever suspect closest seek throneshock constant seek male heir push whole empti women leader angl 2022 know pleas get old dont know protagonist certain isnt king certain isnt daughter well amongst friend hand king daughter happen armor sceneri drab plot mean come open helmet joust match think writer pleas one wrong bounc person display emot whatsoev get lanc mouth anoth thing tournament train knight kill get fantasi knight expens peopl set charact movi bloodthirsti villain fine wont make feel bad get eaten dragon let honest hope,Negative
-0.15432900432900434,game throne given compel charact develop first episod enthusiast watch show despit violenc drawn compel stori interest charact sad couldnt care less peopl introduc far new seri ill give show one episod doesnt improv im,Negative
0.25,finish watch first episod thought fantast excit rest season,Positive
0.2020833333333333,good start hope great show lot charact build hard watch game throne blood gut thrown,Positive
0.13393939393939394,love far given structur book differ perspect compil im excit see definit stori live action odd age race chang noth doesnt work stori yet,Positive
-0.15,pictur dark get didnt electr cant even see express actor face,Negative
0.09904761904761905,disappoint cant produc decent fantasi show decent how kind actual like fantasi genr version im surpris hate got expect enjoy show either high school cosplay,Positive
0.55,episod epic mani way remind best episod got bring us incred imers targaryen world,Positive
0.5666666666666665,knew even 3 minut smother femin pull star war take popular univers smother polit narrat world hasnt even 15 minut ive alreadi cring 3 time woke gerrymand good luck enjoy one,Positive
0.1075,cinemat top notch costum cgi act environ point acceler storytel worrisom imo first episod feel quit hast come charact develop king went believ dream defend brother outright scare threaten kingsguard etc everi scene includ narrow charact trait hope get tone massiv come episod also hint aegon dream enemi north long night song fire ice make cring bring white walker 170 year prior got everyon didnt believ nightswatch would disastr hope georg contain make stick timelin creat world good open leav lot potenti show telltal sign hast storytellingcharact develop sad familiar season 78 got worrisom hope fix asap,Positive
0.32,went littl scare high hope would shatter solid stori costum design charact great stoke addict got,Positive
0.0,si el resto de episodio esta la altura del primero tienen mis 1010,Neutral
0.3796969696969697,low expect past trauma got season 8but compet effort unexpect good start worldbuild cast costum dragon high level good premis act fair good well matt smith milli alcock stand main critic dialogu pretti averag time also edit broke otherwis great scene quick cut two differ event allpretti decent start ambiti show,Positive
0.3,5 episod im mesmer becom favorit seri par best season game throne take note amazon fantasi seri done,Positive
-0.18333333333333326,ep 1 stark remind good peter dinklag lena headey aidan gillen ep 2 3 4 takeaway watchabl still close compar predecessor ep 5 6 7 bad ep 8 outstand televis ep 9 bad ep 10 bad watch season 2 sure,Negative
0.0,un gran comienzo para la seri personaj complejo bien adaptado uno muy bueno dilogo ansioso por ver la seri completa hous dragon ha llegad,Neutral
0.23611111111111108,averag best hard get know lead back season 8 got wast potenti,Positive
0.0,el primer episodio sido un poco flojo para mi gusto pero si mejora sigu la senda de las primera temporada de got podemo estar ant otra gran seri,Neutral
0.5,soso write lot stuff either didnt make sens silli also lot prop look look phoni mayb itll get better well see,Positive
0.265,expect high afraid set disappoint worri good job hbo great job miguel sapochnik,Positive
0.08939393939393937,pilot episod slay definit succeed get interest new actual old charact drama histori king land 172 year event game throne hope good write continu hope dragon treat big fli flamethrow nuclear weapon capabl emit coron mass eject like dd end got season 8,Positive
0.01999999999999999,dragon look goodbut write ehh despit million spent everyth set costum act plastic shallow advic go local rennaiss fair updat smith dragon continu carri half star gavin spoke one hand bring qualiti match show predecessor,Positive
0.25,fire reign exact look seri,Positive
0.0,pleasur see fantast univers act awesom cast fx music forget crappi season 8 show deserv,Neutral
0.0,spinoff centuri,Neutral
0.21333333333333332,solid start show pace seem bit look great decent dialogu solid charact far,Positive
0.0,show deliv typic got standard excit see,Neutral
0.0,awesom thank mr georg rr martin,Neutral
0.1280215617715618,game throne nerd rejoic rest show brilliant pilot think safe say safe expect amaz epic masterpiec especi consid sourc materi alreadi complet avail one didnt one qualm season episod game throne begin end consid sourc materi hbos pressur bring seri conclus end actual enjoy see give origin seri didnt see come hbo farewel know soprano anyon lol let hope ser martin take advantag momentum magic hous dragon follow new old alik use get longanticip eager await next book mayb even perhap show new book final lay rest displeasur game throne let us also hope seri convinc hbo westero esso high treasur place viewer want keep explor despit merger upcom chang honor loyal subscrib legaci fan base keep pump amaz epic seri come know love year ala sunday mean us sworn old god seven god light mani other epic amaz world fantast start rememb north rememb fan excus null void dont disappoint us,Positive
0.0,ess primeiro episdio foi simplesment incrvel,Neutral
0.475,exact hope nostalg audio cue origin got theme gorgeous vista happi set show cant wait see go,Positive
0.0,someon realli pay reviewupp therecannot believ say even compar gothollow bore copi,Neutral
0.19053030303030302,show lot inform time goe slow like talk complex charact stori take time action want go season 7 got good lucki annoy dialogu back hous dragon like book came life good dialogu interest charact beauti peopl costum cours hot sex scene blood fan georg rr martin need fantasi blood show start amaz stori go get better well done episod hi meet us new charact bring enthusiasm westero back women amaz annoy like last season got ladi mormont dont want queen pop singer pleas love georg give show chanc satisfi,Positive
0.7,wish show continu got season 6 edit good,Positive
0.3083333333333333,thorough enjoy pilot episod seri realli like referenc song fire ice rhaeneri charact came strong promis potenti sure add fire eventu produc daeneri khaleesi targaryen excel ensembl realli excit im curious continu see seri continu,Positive
0.20500000000000002,first episod amaz didnt expect high level realli promis show,Positive
-0.6999999999999998,bad know go im invest excit,Negative
0.4,enjoy thrill visit westero show alreadi start lay foundat allianc betray surpris made got must see tv episod 1 disappoint cant wait see rest seri goe,Positive
0.15714285714285714,pure epic mesmeris stori tell cinematographi awesom music cgi world,Positive
0.0,entr cabelo platinado e atuao fantantica hous dragon toma primeiro posto como tendo melhor piloto ano,Neutral
0.16727272727272727,god good back westero amaz charact incred new world build plot hook instant truli engag audienc show continu build origin legaci got launch back number 1 show worldwid,Positive
0.0,episod 1 well doner look forward rest season,Neutral
